speech,start_time,end_time,start_frame,end_frame,eps,get_frame,character
可怕？,217390,218210,frame_005220.jpg,frame_005220.jpg,3,frame_005232.jpg,tomori
雖然和大家一樣有了朋友,218780,222610,frame_005256.jpg,frame_005328.jpg,3,frame_005292.jpg,unknown
話說 若葉簡直太牛了吧,220670,222990,frame_005292.jpg,frame_005340.jpg,3,frame_005328.jpg,unknown
若葉確實不得了,222990,224890,frame_005352.jpg,frame_005388.jpg,3,frame_005376.jpg,tomori
明明和大家在一起 卻好像獨自一人,225110,228360,frame_005400.jpg,frame_005472.jpg,3,frame_005448.jpg,unknown
想成為人,228360,232130,frame_005484.jpg,frame_005556.jpg,3,frame_005532.jpg,unknown
不可以,239970,240890,frame_005760.jpg,frame_005772.jpg,3,frame_005772.jpg,unknown
妳沒事吧,242640,243890,frame_005820.jpg,frame_005844.jpg,3,frame_005844.jpg,unknown
抱歉我把妳推倒了,245550,247130,frame_005892.jpg,frame_005916.jpg,3,frame_005916.jpg,saki
但是 尋死是不可以的,247330,249000,frame_005940.jpg,frame_005964.jpg,3,frame_005952.jpg,saki
妳剛才想自殺對吧,249750,251280,frame_006000.jpg,frame_006024.jpg,3,frame_006012.jpg,saki
沒有 花…,252170,254350,frame_006048.jpg,frame_006096.jpg,3,frame_006084.jpg,saki
花和生命哪邊更重要,255550,258140,frame_006132.jpg,frame_006180.jpg,3,frame_006168.jpg,saki
不對 花也是有生命的,259140,262210,frame_006216.jpg,frame_006276.jpg,3,frame_006252.jpg,saki
已經落下來的花 應該是死掉了,264030,267070,frame_006336.jpg,frame_006396.jpg,3,frame_006372.jpg,saki
死？,267070,267780,frame_006408.jpg,frame_006420.jpg,3,frame_006420.jpg,saki
是我誤會了,271230,273250,frame_006504.jpg,frame_006540.jpg,3,frame_006528.jpg,saki
告辭,274960,275790,frame_006600.jpg,frame_006612.jpg,3,frame_006612.jpg,unknown
等… 等一下,276170,277780,frame_006624.jpg,frame_006660.jpg,3,frame_006648.jpg,unknown
好可愛的房間呀,278970,281290,frame_006696.jpg,frame_006744.jpg,3,frame_006720.jpg,unknown
這個筆記本,285250,286420,frame_006840.jpg,frame_006864.jpg,3,frame_006864.jpg,saki
我以前也用過,287360,289570,frame_006900.jpg,frame_006936.jpg,3,frame_006924.jpg,unknown
封面有各種圖案,289740,291450,frame_006948.jpg,frame_006984.jpg,3,frame_006972.jpg,unknown
總忍不住多看兩眼,291450,292750,frame_006996.jpg,frame_007008.jpg,3,frame_007008.jpg,unknown
我有全部種類,293420,294720,frame_007044.jpg,frame_007056.jpg,3,frame_007056.jpg,unknown
這麼多呀,295130,296590,frame_007080.jpg,frame_007104.jpg,3,frame_007104.jpg,unknown
妳真收集了不少啊,296890,298600,frame_007128.jpg,frame_007152.jpg,3,frame_007140.jpg,other
真讓人懷念,299900,301440,frame_007200.jpg,frame_007224.jpg,3,frame_007212.jpg,unknown
我經常用獨角仙的,301670,304280,frame_007236.jpg,frame_007284.jpg,3,frame_007272.jpg,saki
獨角仙？,304280,305160,frame_007296.jpg,frame_007308.jpg,3,frame_007308.jpg,saki
別… 別在意,306080,307750,frame_007344.jpg,frame_007368.jpg,3,frame_007368.jpg,saki
這是妳寫的嗎,308740,311230,frame_007404.jpg,frame_007452.jpg,3,frame_007440.jpg,saki
雖然和大家一樣有了朋友,312400,315060,frame_007500.jpg,frame_007548.jpg,3,frame_007524.jpg,saki
明明和大家在一起 卻好像獨自…,315380,316780,frame_007572.jpg,frame_007584.jpg,3,frame_007584.jpg,saki
那… 那個…,316780,317730,frame_007596.jpg,frame_007608.jpg,3,frame_007608.jpg,saki
是歌詞嗎,318010,319160,frame_007632.jpg,frame_007644.jpg,3,frame_007644.jpg,saki
那個… 這裡是…,321480,324230,frame_007716.jpg,frame_007764.jpg,3,frame_007752.jpg,unknown
是我家,324670,326210,frame_007788.jpg,frame_007812.jpg,3,frame_007812.jpg,saki
我只是告訴自己 這裡沒有我的位置,342040,347750,frame_008208.jpg,frame_008328.jpg,3,frame_008280.jpg,saki
沒有屬於我的地方,348070,351100,frame_008352.jpg,frame_008412.jpg,3,frame_008388.jpg,saki
深信著自己想離開 去往別處,354030,359600,frame_008496.jpg,frame_008616.jpg,3,frame_008556.jpg,saki
以此安慰自己,359840,366590,frame_008628.jpg,frame_008784.jpg,3,frame_008712.jpg,saki
想要去尋找,369770,371340,frame_008868.jpg,frame_008892.jpg,3,frame_008892.jpg,unknown
於是我總低著頭,371530,375570,frame_008916.jpg,frame_009000.jpg,3,frame_008964.jpg,unknown
所以才沒看到,376750,380210,frame_009036.jpg,frame_009108.jpg,3,frame_009084.jpg,other
跌跌撞撞站不穩,380510,388440,frame_009132.jpg,frame_009312.jpg,3,frame_009228.jpg,unknown
整個世界都在搖晃,389000,392380,frame_009336.jpg,frame_009396.jpg,3,frame_009372.jpg,unknown
鞋帶又鬆開了,393110,399460,frame_009432.jpg,frame_009576.jpg,3,frame_009504.jpg,unknown
雖然和大家一樣有了朋友,400070,405640,frame_009600.jpg,frame_009720.jpg,3,frame_009660.jpg,unknown
明明和大家在一起 卻好像獨自一人,406060,411860,frame_009744.jpg,frame_009864.jpg,3,frame_009816.jpg,saki
我多想像大家一樣地活著,412040,417810,frame_009888.jpg,frame_010008.jpg,3,frame_009960.jpg,muzimi
想要成為人,418780,422370,frame_010044.jpg,frame_010116.jpg,3,frame_010092.jpg,muzimi
忘了自我介紹了,431140,432310,frame_010344.jpg,frame_010356.jpg,3,frame_010356.jpg,saki
我叫豐川祥子,432630,435330,frame_010380.jpg,frame_010428.jpg,3,frame_010416.jpg,unknown
妳叫什麼名字,437030,438280,frame_010488.jpg,frame_010500.jpg,3,frame_010500.jpg,saki
燈同學,440140,440800,frame_010560.jpg,frame_010560.jpg,3,frame_010572.jpg,saki
妳願不願意和我組建樂隊呢,441370,443960,frame_010584.jpg,frame_010644.jpg,3,frame_010620.jpg,saki
樂隊…？,445510,448550,frame_010692.jpg,frame_010752.jpg,3,frame_010728.jpg,unknown
小燈原來住在月之森後面啊,451660,455040,frame_010836.jpg,frame_010908.jpg,3,frame_010872.jpg,saki
平常可能擦肩而過過,456530,458430,frame_010956.jpg,frame_010980.jpg,3,frame_010980.jpg,muzimi
爽世同學是貝斯手,458430,460500,frame_010992.jpg,frame_011040.jpg,3,frame_011016.jpg,muzimi
她在吹奏樂部演奏低音提琴,460750,462650,frame_011052.jpg,frame_011088.jpg,3,frame_011076.jpg,saki
前幾天的月之森音樂節上,462850,464900,frame_011100.jpg,frame_011136.jpg,3,frame_011124.jpg,soyo
我看到了她精彩的演奏 就去邀請她了,464900,468000,frame_011148.jpg,frame_011220.jpg,3,frame_011184.jpg,soyo
突然被叫住 我還很驚訝,468000,470540,frame_011232.jpg,frame_011280.jpg,3,frame_011256.jpg,soyo
這位是睦 她從小就愛好結他,470540,475020,frame_011292.jpg,frame_011388.jpg,3,frame_011340.jpg,saki
非常可靠,475020,476200,frame_011400.jpg,frame_011412.jpg,3,frame_011412.jpg,saki
又這樣,477210,478310,frame_011448.jpg,frame_011460.jpg,3,frame_011460.jpg,muzimi
妳們都是祥子的朋友？,478540,482060,frame_011484.jpg,frame_011556.jpg,3,frame_011520.jpg,muzimi
睦是和我一起長大的,482350,484200,frame_011568.jpg,frame_011604.jpg,3,frame_011592.jpg,saki
爽世雖然是我的同學,484530,486920,frame_011628.jpg,frame_011664.jpg,3,frame_011652.jpg,saki
應該是第一次說話吧,486920,489060,frame_011676.jpg,frame_011724.jpg,3,frame_011700.jpg,soyo
小睦也是,489360,490330,frame_011736.jpg,frame_011748.jpg,3,frame_011748.jpg,soyo
還有一位鼓手是第一次見面,491280,494690,frame_011784.jpg,frame_011856.jpg,3,frame_011820.jpg,soyo
椎名立希？,497050,499050,frame_011928.jpg,frame_011964.jpg,3,frame_011952.jpg,unknown
羽澤混合咖啡 芒果汁,504890,507250,frame_012108.jpg,frame_012156.jpg,3,frame_012144.jpg,umirin
錫蘭紅茶奶茶,507250,508710,frame_012168.jpg,frame_012192.jpg,3,frame_012180.jpg,soyo
摩卡咖啡兩杯對吧,508710,510530,frame_012204.jpg,frame_012240.jpg,3,frame_012228.jpg,soyo
麻煩妳了,510530,511850,frame_012252.jpg,frame_012264.jpg,3,frame_012264.jpg,taki
好的 請稍等,511850,513670,frame_012276.jpg,frame_012312.jpg,3,frame_012300.jpg,taki
那麼立希同學 麻煩自我介紹一下,516340,519600,frame_012384.jpg,frame_012456.jpg,3,frame_012420.jpg,other
我是椎名,520530,521530,frame_012492.jpg,frame_012504.jpg,3,frame_012504.jpg,taki
立希的姐姐是很了不起的人吧,521530,524520,frame_012516.jpg,frame_012564.jpg,3,frame_012540.jpg,soyo
不僅是吹奏樂部的部長,524520,526820,frame_012576.jpg,frame_012624.jpg,3,frame_012612.jpg,soyo
還參加了地區管弦樂團,526820,529030,frame_012636.jpg,frame_012684.jpg,3,frame_012660.jpg,soyo
在大賽上拿過第一名,529030,530640,frame_012696.jpg,frame_012720.jpg,3,frame_012708.jpg,soyo
我也是因此才知道 並邀請了她,530840,533750,frame_012732.jpg,frame_012792.jpg,3,frame_012768.jpg,saki
這和現在有關係嗎,533970,535460,frame_012804.jpg,frame_012828.jpg,3,frame_012828.jpg,muzimi
確實沒關係 抱歉了,536780,538950,frame_012876.jpg,frame_012912.jpg,3,frame_012900.jpg,soyo
失礼,539390,540140,frame_012936.jpg,frame_012948.jpg,3,frame_012948.jpg,saki
失禮了,539390,540140,frame_012936.jpg,frame_012948.jpg,3,frame_012948.jpg,saki
各位,541620,542620,frame_012996.jpg,frame_013008.jpg,3,frame_013008.jpg,saki
感謝妳們今天受邀前來,542910,545840,frame_013020.jpg,frame_013080.jpg,3,frame_013056.jpg,saki
我一直非常期待與各位會面,546150,549820,frame_013104.jpg,frame_013176.jpg,3,frame_013140.jpg,saki
今後我們就是樂隊了,550270,552130,frame_013200.jpg,frame_013236.jpg,3,frame_013224.jpg,saki
是一起演奏音樂的命運共同體,552630,556440,frame_013260.jpg,frame_013332.jpg,3,frame_013296.jpg,saki
運命か,556660,558280,frame_013356.jpg,frame_013380.jpg,3,frame_013368.jpg,soyo
命運啊,556660,558280,frame_013356.jpg,frame_013380.jpg,3,frame_013368.jpg,soyo
要演奏什麼音樂呢,558280,560160,frame_013392.jpg,frame_013428.jpg,3,frame_013416.jpg,muzimi
說話了,560320,561120,frame_013440.jpg,frame_013452.jpg,3,frame_013452.jpg,taki
好問題,561120,562530,frame_013464.jpg,frame_013476.jpg,3,frame_013476.jpg,muzimi
燈同學和立希同學 妳們知道Morfonica這個樂隊嗎,562760,566660,frame_013500.jpg,frame_013584.jpg,3,frame_013548.jpg,muzimi
不知道,566890,569170,frame_013596.jpg,frame_013644.jpg,3,frame_013620.jpg,soyo
她們是我們月之森的學姐,569440,571890,frame_013656.jpg,frame_013704.jpg,3,frame_013692.jpg,muzimi
我想試試之前她們在音樂節上合奏的曲目,572720,576170,frame_013740.jpg,frame_013812.jpg,3,frame_013776.jpg,muzimi
真不錯啊,576920,578400,frame_013836.jpg,frame_013860.jpg,3,frame_013860.jpg,soyo
學生會那邊應該有錄像,578770,581060,frame_013884.jpg,frame_013920.jpg,3,frame_013908.jpg,soyo
我之後幫妳問問,581060,582560,frame_013932.jpg,frame_013956.jpg,3,frame_013956.jpg,soyo
感謝,582560,583880,frame_013968.jpg,frame_013992.jpg,3,frame_013992.jpg,saki
她們優雅之中蘊藏的堅強,584110,586570,frame_014016.jpg,frame_014052.jpg,3,frame_014040.jpg,saki
讓我大受感動,587000,589320,frame_014076.jpg,frame_014124.jpg,3,frame_014112.jpg,saki
希望我們有一天也能合奏我們自己的歌曲,591140,595700,frame_014184.jpg,frame_014280.jpg,3,frame_014232.jpg,saki
原創曲？,595700,596740,frame_014292.jpg,frame_014304.jpg,3,frame_014304.jpg,taki
都一次沒合過呢,596740,598650,frame_014316.jpg,frame_014352.jpg,3,frame_014340.jpg,muzimi
是不是有些好高騖遠,598650,599960,frame_014364.jpg,frame_014376.jpg,3,frame_014376.jpg,muzimi
非也 我可以作曲,600130,602870,frame_014400.jpg,frame_014448.jpg,3,frame_014424.jpg,muzimi
這位燈同學 更是作詞的天才,603140,606000,frame_014472.jpg,frame_014520.jpg,3,frame_014496.jpg,soyo
能展示一下那本筆記嗎,606920,608680,frame_014556.jpg,frame_014592.jpg,3,frame_014580.jpg,saki
不給我看我怎麼知道,611220,612680,frame_014664.jpg,frame_014688.jpg,3,frame_014676.jpg,soyo
我也想看看,613380,615080,frame_014712.jpg,frame_014736.jpg,3,frame_014736.jpg,soyo
祥子,616170,617530,frame_014784.jpg,frame_014796.jpg,3,frame_014796.jpg,unknown
沒事的,617530,618920,frame_014808.jpg,frame_014832.jpg,3,frame_014832.jpg,saki
謝謝,624800,625780,frame_014988.jpg,frame_015000.jpg,3,frame_015000.jpg,soyo
久等了,630350,631850,frame_015120.jpg,frame_015144.jpg,3,frame_015132.jpg,saki
謝謝,631850,633030,frame_015156.jpg,frame_015168.jpg,3,frame_015168.jpg,saki
請慢用,633250,634430,frame_015192.jpg,frame_015204.jpg,3,frame_015204.jpg,soyo
看完了,638720,639310,frame_015324.jpg,frame_015324.jpg,3,frame_015324.jpg,saki
怎麼樣,639650,640570,frame_015348.jpg,frame_015348.jpg,3,frame_015348.jpg,saki
這種感覺啊,640570,642140,frame_015360.jpg,frame_015384.jpg,3,frame_015384.jpg,soyo
我沒寫過歌詞 光是會寫就很厲害了,642140,645900,frame_015396.jpg,frame_015480.jpg,3,frame_015444.jpg,soyo
燈同學的家裡,646400,647930,frame_015504.jpg,frame_015528.jpg,3,frame_015528.jpg,soyo
還有好多寫滿了歌詞的筆記本,647930,650680,frame_015540.jpg,frame_015600.jpg,3,frame_015576.jpg,soyo
這個有曲了嗎,651880,652890,frame_015636.jpg,frame_015648.jpg,3,frame_015648.jpg,taki
我用鋼琴大概彈了一首,653280,655170,frame_015672.jpg,frame_015708.jpg,3,frame_015696.jpg,saki
之後在錄音室給妳們聽聽,655170,657180,frame_015720.jpg,frame_015756.jpg,3,frame_015744.jpg,saki
真期待啊,657340,658610,frame_015768.jpg,frame_015780.jpg,3,frame_015780.jpg,saki
錄音室？,658840,660020,frame_015804.jpg,frame_015816.jpg,3,frame_015816.jpg,saki
CiRCLE那邊已經約滿了,662770,665250,frame_015900.jpg,frame_015948.jpg,3,frame_015924.jpg,soyo
真可惜啊,665450,666790,frame_015960.jpg,frame_015984.jpg,3,frame_015972.jpg,soyo
残念？,666790,667620,frame_015996.jpg,frame_015996.jpg,3,frame_016008.jpg,soyo
可惜？,666790,667620,frame_015996.jpg,frame_015996.jpg,3,frame_016008.jpg,soyo
生意這麼紅火 不好嗎,667870,669740,frame_016020.jpg,frame_016056.jpg,3,frame_016044.jpg,soyo
但如果去CiRCLE 說不定能見到Monica呢,670530,674110,frame_016080.jpg,frame_016152.jpg,3,frame_016128.jpg,soyo
動機不純,674840,676000,frame_016188.jpg,frame_016200.jpg,3,frame_016200.jpg,saki
祥子肯定想見到她們吧,676690,679480,frame_016236.jpg,frame_016284.jpg,3,frame_016260.jpg,unknown
幹嘛站著不動,679480,680780,frame_016296.jpg,frame_016320.jpg,3,frame_016308.jpg,unknown
燈同學請站在中間,682570,684710,frame_016368.jpg,frame_016416.jpg,3,frame_016392.jpg,saki
為什麼,685480,686000,frame_016440.jpg,frame_016440.jpg,3,frame_016452.jpg,saki
因為妳是主唱呀,686440,688280,frame_016464.jpg,frame_016500.jpg,3,frame_016488.jpg,taki
我幫妳準備麥克風,694170,696170,frame_016644.jpg,frame_016680.jpg,3,frame_016668.jpg,saki
要我唱嗎,701710,704590,frame_016836.jpg,frame_016884.jpg,3,frame_016860.jpg,tomori
燈 妳無論如何都唱不了嗎,706960,709380,frame_016956.jpg,frame_017004.jpg,3,frame_016980.jpg,unknown
是哪裡有問題呢,709640,710890,frame_017016.jpg,frame_017040.jpg,3,frame_017040.jpg,unknown
我沒在人面前唱過…,711490,713400,frame_017064.jpg,frame_017100.jpg,3,frame_017088.jpg,unknown
主唱是樂隊的臉面吧,714850,716750,frame_017148.jpg,frame_017184.jpg,3,frame_017172.jpg,muzimi
為什麼讓她來,717000,717820,frame_017196.jpg,frame_017208.jpg,3,frame_017208.jpg,muzimi
立希,719040,719840,frame_017244.jpg,frame_017256.jpg,3,frame_017256.jpg,muzimi
小燈 不用太勉強的,720210,722830,frame_017268.jpg,frame_017328.jpg,3,frame_017304.jpg,soyo
為什麼是我呢,730330,731910,frame_017520.jpg,frame_017544.jpg,3,frame_017532.jpg,unknown
因為是妳寫的歌詞啊,733030,734760,frame_017580.jpg,frame_017616.jpg,3,frame_017604.jpg,saki
作者本人來唱肯定更好,735070,737410,frame_017628.jpg,frame_017676.jpg,3,frame_017664.jpg,saki
妳的歌詞 就是內心的吶喊,738830,741420,frame_017724.jpg,frame_017772.jpg,3,frame_017748.jpg,saki
我想要成為人,744390,748030,frame_017856.jpg,frame_017928.jpg,3,frame_017892.jpg,saki
小祥,748030,749140,frame_017940.jpg,frame_017952.jpg,3,frame_017952.jpg,rana
這裡可以隨便喊,752000,754170,frame_018036.jpg,frame_018072.jpg,3,frame_018060.jpg,saki
來 一起喊吧,754420,755540,frame_018096.jpg,frame_018108.jpg,3,frame_018108.jpg,saki
想要成為人,761070,763780,frame_018252.jpg,frame_018312.jpg,3,frame_018288.jpg,unknown
我說 妳到底想唱嗎,763780,765360,frame_018324.jpg,frame_018348.jpg,3,frame_018336.jpg,unknown
我…,765780,767140,frame_018372.jpg,frame_018384.jpg,3,frame_018384.jpg,taki
立希 她能唱出聲,767290,769920,frame_018408.jpg,frame_018456.jpg,3,frame_018432.jpg,tomori
就已經是進步了,769920,771210,frame_018468.jpg,frame_018480.jpg,3,frame_018480.jpg,taki
之前在天橋上都唱出來了,771960,774000,frame_018516.jpg,frame_018552.jpg,3,frame_018540.jpg,muzimi
歩道橋？,774000,774810,frame_018564.jpg,frame_018576.jpg,3,frame_018576.jpg,muzimi
天橋？,774000,774810,frame_018564.jpg,frame_018576.jpg,3,frame_018576.jpg,muzimi
在錄音室 會緊張吧,775070,776930,frame_018588.jpg,frame_018624.jpg,3,frame_018612.jpg,soyo
這樣啊,778640,780070,frame_018672.jpg,frame_018696.jpg,3,frame_018696.jpg,unknown
這裡是…,781890,782790,frame_018756.jpg,frame_018768.jpg,3,frame_018768.jpg,unknown
是卡拉OK,782790,784000,frame_018780.jpg,frame_018792.jpg,3,frame_018792.jpg,unknown
難不成妳是第一次來,784250,785660,frame_018804.jpg,frame_018828.jpg,3,frame_018828.jpg,soyo
倒是早有耳聞,785660,787370,frame_018840.jpg,frame_018876.jpg,3,frame_018864.jpg,soyo
我家裡有,787370,788220,frame_018888.jpg,frame_018888.jpg,3,frame_018900.jpg,saki
好厲害,788410,789960,frame_018912.jpg,frame_018936.jpg,3,frame_018924.jpg,soyo
藝人之類的會來嗎,790150,792300,frame_018948.jpg,frame_018996.jpg,3,frame_018972.jpg,soyo
喂 快點來開包間,792300,794430,frame_019008.jpg,frame_019044.jpg,3,frame_019032.jpg,soyo
來了,795030,795800,frame_019068.jpg,frame_019080.jpg,3,frame_019080.jpg,taki
各種飲品嗎,799100,801280,frame_019164.jpg,frame_019200.jpg,3,frame_019188.jpg,saki
可以隨意取用,801280,803120,frame_019212.jpg,frame_019248.jpg,3,frame_019236.jpg,taki
立希同學真了解啊,803120,805250,frame_019260.jpg,frame_019296.jpg,3,frame_019284.jpg,other
那倒也不是,805250,807160,frame_019308.jpg,frame_019344.jpg,3,frame_019332.jpg,taki
出來了,810030,811100,frame_019428.jpg,frame_019440.jpg,3,frame_019440.jpg,muzimi
剛才看到了嗎,811100,812270,frame_019452.jpg,frame_019464.jpg,3,frame_019464.jpg,muzimi
燈 是怎麼弄出來的,813100,815140,frame_019500.jpg,frame_019536.jpg,3,frame_019524.jpg,saki
那個 我按了下,815140,817170,frame_019548.jpg,frame_019584.jpg,3,frame_019572.jpg,muzimi
不出來啊,819390,820530,frame_019656.jpg,frame_019668.jpg,3,frame_019668.jpg,unknown
奇怪,820530,821290,frame_019680.jpg,frame_019680.jpg,3,frame_019692.jpg,unknown
幹什麼呢,821290,822780,frame_019692.jpg,frame_019716.jpg,3,frame_019716.jpg,taki
按錯地方了,823020,824420,frame_019740.jpg,frame_019764.jpg,3,frame_019752.jpg,taki
請不要在這裡玩,824420,826000,frame_019776.jpg,frame_019800.jpg,3,frame_019788.jpg,soyo
卡拉OK也太好玩了,828840,831390,frame_019884.jpg,frame_019932.jpg,3,frame_019908.jpg,saki
還沒開始唱呢,831590,833270,frame_019944.jpg,frame_019968.jpg,3,frame_019968.jpg,anon
等下 妳們怎麼就要開始唱了,835350,837790,frame_020040.jpg,frame_020076.jpg,3,frame_020064.jpg,muzimi
對哦 今天是為了讓燈練習,838310,841370,frame_020100.jpg,frame_020172.jpg,3,frame_020136.jpg,soyo
但是一上來就叫她唱 肯定會緊張吧,841370,845660,frame_020184.jpg,frame_020268.jpg,3,frame_020232.jpg,muzimi
大家都點些歌吧,846870,848430,frame_020316.jpg,frame_020340.jpg,3,frame_020328.jpg,taki
我就算了,848430,849230,frame_020352.jpg,frame_020352.jpg,3,frame_020352.jpg,taki
不行,849500,850360,frame_020376.jpg,frame_020388.jpg,3,frame_020388.jpg,taki
那我就點Morfonica的歌曲吧,850590,853780,frame_020400.jpg,frame_020460.jpg,3,frame_020436.jpg,saki
她們還沒正式出道,854010,855610,frame_020484.jpg,frame_020508.jpg,3,frame_020496.jpg,saki
應該搜不到吧,855610,857030,frame_020520.jpg,frame_020544.jpg,3,frame_020532.jpg,soyo
立希 妳唱嗎,858050,859120,frame_020580.jpg,frame_020592.jpg,3,frame_020592.jpg,soyo
我試試這個放影片的功能,859350,861000,frame_020604.jpg,frame_020640.jpg,3,frame_020628.jpg,soyo
可以唱妳喜歡的歌,861530,863120,frame_020664.jpg,frame_020688.jpg,3,frame_020676.jpg,soyo
我是單人K歌派的,863370,864390,frame_020712.jpg,frame_020724.jpg,3,frame_020724.jpg,taki
私？,864960,865800,frame_020748.jpg,frame_020748.jpg,3,frame_020760.jpg,soyo
我來？,864960,865800,frame_020748.jpg,frame_020748.jpg,3,frame_020760.jpg,soyo
燈 妳唱嗎,866140,867460,frame_020772.jpg,frame_020796.jpg,3,frame_020784.jpg,soyo
我沒聽過這首,867640,868870,frame_020808.jpg,frame_020832.jpg,3,frame_020820.jpg,soyo
即使眼下還很微弱,869050,874350,frame_020844.jpg,frame_020952.jpg,3,frame_020904.jpg,soyo
唱歌了,872400,873360,frame_020928.jpg,frame_020928.jpg,3,frame_020928.jpg,taki
但光芒就點亮在那裡,874350,879680,frame_020964.jpg,frame_021084.jpg,3,frame_021036.jpg,taki
唱得真好 睦,874350,875890,frame_020964.jpg,frame_021000.jpg,3,frame_020988.jpg,taki
耀眼,880030,882890,frame_021108.jpg,frame_021168.jpg,3,frame_021144.jpg,unknown
來 立希也點幾首吧,882000,884420,frame_021156.jpg,frame_021204.jpg,3,frame_021180.jpg,unknown
我就算了,884420,885740,frame_021216.jpg,frame_021228.jpg,3,frame_021228.jpg,soyo
這個搜索一下 就能找到歌,887140,889400,frame_021276.jpg,frame_021324.jpg,3,frame_021300.jpg,taki
溫柔,889400,891280,frame_021336.jpg,frame_021360.jpg,3,frame_021348.jpg,unknown
找到歌…,889920,891280,frame_021348.jpg,frame_021360.jpg,3,frame_021360.jpg,unknown
也能教教我嗎,891280,893280,frame_021372.jpg,frame_021408.jpg,3,frame_021396.jpg,muzimi
美麗,893280,896070,frame_021420.jpg,frame_021480.jpg,3,frame_021456.jpg,unknown
立希 加油,893820,895600,frame_021432.jpg,frame_021468.jpg,3,frame_021456.jpg,unknown
這首是我的,896500,897840,frame_021504.jpg,frame_021516.jpg,3,frame_021516.jpg,soyo
很棒哦,898090,899820,frame_021540.jpg,frame_021564.jpg,3,frame_021564.jpg,muzimi
笑了,902080,903080,frame_021636.jpg,frame_021648.jpg,3,frame_021648.jpg,taki
小睦笑了,903080,905080,frame_021660.jpg,frame_021696.jpg,3,frame_021684.jpg,soyo
她會笑啦,905370,906800,frame_021708.jpg,frame_021732.jpg,3,frame_021732.jpg,taki
燈也笑了,907780,908670,frame_021768.jpg,frame_021780.jpg,3,frame_021780.jpg,taki
溫暖,908970,910590,frame_021804.jpg,frame_021828.jpg,3,frame_021816.jpg,unknown
燈的笑容 好可愛啊,909530,911720,frame_021816.jpg,frame_021852.jpg,3,frame_021840.jpg,unknown
再讓我仔細看看吧,912160,913730,frame_021876.jpg,frame_021900.jpg,3,frame_021900.jpg,unknown
來 轉過來,913730,915100,frame_021912.jpg,frame_021936.jpg,3,frame_021924.jpg,unknown
小燈,915920,916760,frame_021972.jpg,frame_021972.jpg,3,frame_021972.jpg,unknown
第一次寫了歌詞,921140,923390,frame_022092.jpg,frame_022128.jpg,3,frame_022116.jpg,unknown
那之前的是什麼,923390,924670,frame_022140.jpg,frame_022164.jpg,3,frame_022164.jpg,soyo
那是…,924670,925420,frame_022176.jpg,frame_022176.jpg,3,frame_022188.jpg,soyo
我懂了 這是…,925660,928190,frame_022200.jpg,frame_022248.jpg,3,frame_022224.jpg,soyo
失礼,932630,933270,frame_022368.jpg,frame_022368.jpg,3,frame_022380.jpg,taki
不好意思,932630,933270,frame_022368.jpg,frame_022368.jpg,3,frame_022380.jpg,taki
妳沒事吧 小祥,933950,935650,frame_022404.jpg,frame_022428.jpg,3,frame_022416.jpg,soyo
《春日影》 就是我們的歌吧,936780,940710,frame_022464.jpg,frame_022548.jpg,3,frame_022512.jpg,saki
真想快點演奏看看,942070,943710,frame_022596.jpg,frame_022620.jpg,3,frame_022608.jpg,soyo
讓它成為一首好歌吧,944390,945670,frame_022644.jpg,frame_022668.jpg,3,frame_022668.jpg,soyo
那是自然,945880,946640,frame_022680.jpg,frame_022692.jpg,3,frame_022692.jpg,muzimi
我一定會寫出配得上妳的歌詞的曲,947720,950600,frame_022728.jpg,frame_022788.jpg,3,frame_022764.jpg,saki
凍僵的心 顫抖的目光,967070,971100,frame_023196.jpg,frame_023280.jpg,3,frame_023244.jpg,unknown
全世界只有我孤單一人,971100,977460,frame_023292.jpg,frame_023424.jpg,3,frame_023364.jpg,unknown
只懂落花的春天 每年依舊對我冷漠,977640,988960,frame_023448.jpg,frame_023700.jpg,3,frame_023580.jpg,taki
黑暗之中 我從不回頭,989390,993390,frame_023724.jpg,frame_023808.jpg,3,frame_023772.jpg,unknown
只是埋著頭 狠狠塗下詞句,993390,999810,frame_023820.jpg,frame_023964.jpg,3,frame_023904.jpg,unknown
即使我知道越期待就越失落,999810,1007150,frame_023976.jpg,frame_024144.jpg,3,frame_024060.jpg,saki
但還是不斷尋找救贖,1007340,1011780,frame_024156.jpg,frame_024252.jpg,3,frame_024216.jpg,muzimi
難過卻令人喜愛,1011780,1015280,frame_024264.jpg,frame_024336.jpg,3,frame_024312.jpg,soyo
我現在開始明白了,1015280,1019030,frame_024348.jpg,frame_024432.jpg,3,frame_024396.jpg,unknown
幸福又瘋狂之間,1019290,1022580,frame_024444.jpg,frame_024516.jpg,3,frame_024480.jpg,muzimi
曾經哭不出來的我,1022790,1026460,frame_024528.jpg,frame_024600.jpg,3,frame_024576.jpg,tomori
被一道光芒溫柔帶上旅程,1026460,1033410,frame_024612.jpg,frame_024768.jpg,3,frame_024696.jpg,tomori
光芒穿過雲間 閃閃發亮,1034240,1037640,frame_024804.jpg,frame_024876.jpg,3,frame_024840.jpg,unknown
填滿我的心 直到滿溢,1037640,1041760,frame_024888.jpg,frame_024972.jpg,3,frame_024936.jpg,unknown
不知何時臉頰晶瑩閃爍,1041760,1045260,frame_024984.jpg,frame_025056.jpg,3,frame_025020.jpg,unknown
